elapsed.ps,repeats.n,param.a.vector2,param.b.vector2
56570,100000,-7.89807982e+37; 2.07204387e+38,-2.65956889e+38; -3.37630016e+38
64684,100000,-2.1113457e+38; 3.23401439e+38,1.58544624e+38; 4.75474697e+37
63525,100000,-1.95665196e+38; 1.05049049e+38,1.16819834e+38; 2.68402319e+38
62018,100000,-1.13329515e+38; 2.00083253e+38,1.68019045e+38; 8.60424234e+37
51424,100000,-1.44875213e+38; -1.21301527e+38,1.62147379e+38; 3.10809389e+38
51200,100000,-2.77377995e+38; 2.2906566e+38,3.2626998e+38; 2.09772322e+38
65639,100000,8.24999332e+37; -1.91275049e+38,-1.22093078e+38; -1.29963434e+38
50979,100000,-1.20364013e+38; -2.72822038e+38,2.08236051e+38; 2.7232088e+38
54382,100000,-6.68744713e+37; 2.51172006e+38,5.32024337e+37; -1.37963435e+38
51822,100000,-8.07575475e+37; 2.00929618e+38,-1.91658914e+38; 3.39009767e+38
55325,100000,2.54528481e+38; -2.56543802e+38,3.65800838e+37; 1.43122468e+38
52176,100000,2.41181276e+38; -3.29582787e+38,-1.64559657e+38; 1.29246633e+38
54293,100000,-8.45073188e+37; -3.08378806e+38,2.80813977e+38; -1.53828822e+38
50495,100000,-4.583604e+37; 3.00006511e+38,-6.20979943e+37; 1.0736896e+36
55693,100000,-2.76466356e+37; 1.04108772e+37,2.09533456e+38; 2.31242105e+38
54013,100000,5.11083814e+37; -1.48147101e+38,8.13716532e+37; -6.28721029e+37
51694,100000,-2.36951339e+38; 1.59302243e+38,-3.0769466e+38; -3.27487696e+38
50194,100000,-3.13612621e+38; 1.44582589e+38,-1.33237806e+38; -7.55195391e+37
55631,100000,3.32833267e+38; 2.75192849e+38,2.96072718e+38; 3.1060693e+38
51702,100000,2.41923937e+38; -1.42643966e+38,-7.47819135e+37; 4.29053941e+37
62605,100000,4.49097373e+37; -1.55567001e+36,-1.72922571e+38; 2.15912903e+38
50640,100000,-2.1197842e+38; -2.1080993e+38,1.85039729e+38; -5.53934968e+37
56546,100000,-2.41531696e+38; -2.08094176e+38,-1.88270088e+38; 9.71704891e+37
50109,100000,2.39422366e+38; 7.48093252e+37,3.06465303e+38; 1.27319236e+38
60114,100000,7.20650036e+37; 2.09793984e+38,2.37617272e+38; -1.90342423e+38
62455,100000,1.99879618e+38; 2.47537844e+38,3.26232742e+38; 3.23107141e+38
50523,100000,2.36420462e+37; 2.3060185e+38,2.19634583e+38; 6.64656337e+37
49810,100000,1.47962145e+38; -1.24744095e+37,1.10182304e+38; 9.91263624e+37
59188,100000,1.78003599e+38; 6.26454774e+37,1.96982235e+38; 1.71157028e+38
51672,100000,2.62359012e+38; -1.01908947e+38,2.83556037e+38; 1.83419408e+38
51689,100000,1.82196703e+38; -2.02140437e+38,-1.91176294e+38; -3.17662957e+38
52300,100000,-2.21766244e+38; -2.91335659e+38,6.86617776e+37; -1.78197681e+38
51381,100000,1.664767e+38; -2.62528026e+38,5.51706438e+37; -1.70183168e+38
50710,100000,-1.44505435e+38; 3.39149047e+38,-2.74470775e+38; -6.94564272e+37
50448,100000,-2.29597729e+38; -1.37577613e+37,-1.69177495e+38; -6.87281213e+37
49687,100000,8.46035233e+37; 1.91834072e+38,-3.38805868e+38; -2.04794025e+38
