runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.n.integer,param.disp.integer
7,3909,27973,250000,1979478976,29
7,4018,28884,250000,2577189721,3
7,4202,28098,250000,2881935946,15
7,3870,35798,250000,1983536273,31
7,3649,25718,250000,417483379,16
7,3600,26310,250000,3168197424,11
7,3720,29600,250000,1914481821,3
7,3831,28087,250000,1123559513,16
7,3782,25906,250000,3575414878,19
7,3809,27476,250000,3946358730,29
7,3737,28104,250000,3518123885,28
7,3633,25246,250000,3913327287,16
7,3665,28801,250000,3700040763,28
7,3645,29096,250000,43436258,21
7,3720,27414,250000,2806376047,2
7,3992,35969,250000,744816824,2
7,3839,26489,250000,1457054441,9
7,3667,28703,250000,1227059262,17
7,3800,27884,250000,2501885536,25
7,3656,28884,250000,748449069,9
7,3722,27604,250000,1993192975,10
7,3816,27550,250000,2756172186,27
7,3916,29555,250000,4221797506,30
7,3841,27456,250000,1494559683,8
7,3772,26698,250000,1847203601,24
7,3736,28696,250000,3135689475,19
7,3796,28650,250000,1460906353,27
7,3816,26253,250000,1450288729,16
7,3736,26731,250000,3509560933,1
7,3764,26479,250000,2150204075,16
7,3762,26922,250000,1719724367,13
7,3629,27138,250000,1315839043,14
7,3699,28497,250000,631279345,26
7,3724,26973,250000,1934452233,2
7,3943,26744,250000,4259113932,17
7,3864,28232,250000,3891460593,19
7,3808,26737,250000,1451209164,28
7,3836,26515,250000,2277709339,1
7,3684,28450,250000,3600541811,24
7,3675,28951,250000,3727641693,28
7,4092,28760,250000,1643824756,16
7,3815,27850,250000,2635996292,18
7,3731,30654,250000,3008601316,23
7,3882,26633,250000,3963712644,30
7,3685,25877,250000,1092732062,29
7,4032,29647,250000,605254273,28
8,4187,31540,250000,2943315115,27
8,4440,30101,250000,555096548,27
8,4277,29740,250000,3369294860,15
8,4129,31797,250000,325403385,15
8,4195,33895,250000,3129415259,28
8,4010,29205,250000,2040352318,3
8,4151,32661,250000,414910843,9
8,4257,32547,250000,3678686529,24
8,4874,33714,250000,1126851971,29
8,4336,34791,250000,2529368752,25
8,4532,31710,250000,2796788715,10
8,4272,30693,250000,3238785945,7
8,4482,32264,250000,1239792364,28
8,4060,31314,250000,780509692,28
8,4144,30766,250000,1816529306,24
8,4304,30364,250000,1932082155,3
8,4879,30750,250000,1742379961,20
8,4372,29219,250000,1846529977,8
8,10564,32066,250000,357640364,6
8,4272,29762,250000,674585154,9
8,4168,32009,250000,2909517276,31
8,4380,30539,250000,1835431942,10
8,4207,32009,250000,2138488010,23
8,4286,29918,250000,2896322948,6
8,4131,30187,250000,2702811331,4
8,4527,33236,250000,1414863969,24
8,4483,30386,250000,4124995072,8
8,4224,33764,250000,2131812726,0
8,4147,37201,250000,1180797433,17
8,4453,32649,250000,3555384833,20
8,4122,31358,250000,782027280,9
8,4225,28517,250000,1117118474,0
8,4358,34423,250000,487944705,29
8,4403,31968,250000,583297782,1
8,4420,31314,250000,2604151831,5
8,4201,31149,250000,2148447849,21
8,4863,30365,250000,139062129,29
8,4476,32044,250000,625228831,17
8,4360,31818,250000,1906514809,22
8,5317,33329,250000,654675633,25
8,4071,32493,250000,1136382424,2
8,4089,32330,250000,1432905530,0
8,4172,32285,250000,1275152407,15
8,4171,31745,250000,3960075653,10
8,4095,29781,250000,3700049859,28
8,4321,35533,250000,1001528523,22
8,4307,33041,250000,972600059,4
8,4151,34658,250000,200617316,25
8,4222,34373,250000,84845517,16
8,4001,31765,250000,3227608601,31
8,4261,32145,250000,4102327788,16
8,4245,33748,250000,399513240,28
8,4093,33637,250000,1173705512,20
8,4165,30643,250000,593867842,3
8,4143,30702,250000,3264593886,24
8,3929,30543,250000,3956545130,25
8,3944,34343,250000,3174524760,20
8,4150,29097,250000,3729582928,30
8,4395,29773,250000,2806258101,0
8,4458,31387,250000,1448359592,4
8,4274,30907,250000,202527006,2
8,4269,33004,250000,3382489423,25
8,4201,32263,250000,2556610031,28
8,4099,34053,250000,3786432276,12
