elapsed.ps,repeats.n,param.a.integer,param.b.integer,param.c.integer
20377,100000,3890736108418818,332983267380011,3268510244484220
20796,100000,8514364583208022,2299214777414943,8785991891694269
21360,100000,1522870377577944,7565726802296828,9009225955026
20695,100000,5866963068386395,7673199526653301,978926721699183
26833,100000,84725050004034,5900579876713995,4098464256136826
20506,100000,1141466704817389,8386547918435275,6979259323684757
20986,100000,8921469367707338,3381128303127278,5585311084328533
23781,100000,525890715734266,2524338427004758,3925107876486585
20272,100000,1957619297464937,8828525487264067,1848717982444760
20665,100000,4274865512024337,711633724889616,4928793022347257
20920,100000,4343281871829880,5893829129173297,6893785981368826
20921,100000,7947175792519152,4006775812443782,5787181224815857
20926,100000,175360984325937,2662128252414421,4929514754162857
21014,100000,6062267007822516,7869570664970228,8354205503225430
21207,100000,8705132019253895,2082465811355342,2717682457439169
20536,100000,5195606865454632,1518445004746940,3328063159046396
20870,100000,2097509702114046,5507217466861152,3161738483649072
24051,100000,2589730882144142,2136715941874743,5136662567411357
20620,100000,1460978418097190,6369463255425968,4018542792174528
20655,100000,5889269002361719,4267338669023107,2633676308439615
20646,100000,3023885300669996,3124649510335961,4857510722923940
20323,100000,1055917744562801,4197921142960796,1924356095920436
21144,100000,1013007095235151,380017407484233,7338115610495877
20506,100000,4133778326123465,1846689372145572,3960131568940227
20728,100000,3881879470755687,4282920753453420,303679974629582
20975,100000,2683817723533679,7238737336048974,2132810433264498
20489,100000,5867501956637138,8168545606035854,588900470141643
26037,100000,1991801283529552,5615054034692083,6368866459429858
27025,100000,4805924797336019,6293874420846154,6911474620882478
25822,100000,5335362549782081,3257151423879129,7703493926139880
20827,100000,1494704387067718,4966914656525794,4680543189096460
20980,100000,4169629662568688,7152723239348372,5430959235731280
21114,100000,7591548204318346,1288269115121291,8723493289312303
29031,100000,984936701967740,3834390080901491,2441569920331628
22177,100000,6732356408579640,8426646163786809,872211356796031
21932,100000,8806954182079208,5929159726064940,4033589063134499
20833,100000,5705639366458195,8083749623746331,8681904511445075
24758,100000,8004678762145358,7612419521616657,3969423173439438
20727,100000,6664010468970396,4928071667987674,1070752934602107
20921,100000,8513271322368271,4473424631512702,5116692607311066
20438,100000,6033484307188015,6296637476972461,2811379785843054
20990,100000,7407767624835714,3461867542359954,1420790865559082
20879,100000,1839562641564954,6931875837007005,2177727575953348
